109000008764,1,52.94311422,-1.48429108,Slack Lane (Opposite),Darley Abbey
109000008765,1,52.94195491,-1.48436438,St Benedicts School (Opposite),Darley Abbey
109000008766,1,52.94359083,-1.48433005,Slack Lane,Darley Abbey
109000008767,1,52.94569087,-1.48353124,Thatch Close,Darley Abbey
109000008768,1,52.94641813,-1.48332911,Thatch Close (Opposite),Darley Abbey
109000008769,1,52.94590632,-1.49391628,Ferrers Way (Opposite),Allestree
109000008770,1,52.94501793,-1.4942838,Ferrers Way,Allestree
109000008771,1,52.94852488,-1.48200921,Church Lane (Opposite),Darley Abbey
109000008772,1,52.94842445,-1.48165323,Church Lane,Darley Abbey
109000008773,1,52.95132421,-1.48078508,Kings Croft ,Allestree
109000008774,0,52.95532387,-1.48064789,Lime Croft,Allestree
109000008775,0,52.95483662,-1.48229108,Lime Croft,Allestree
109000008776,0,52.95420966,-1.48488852,St Edmunds Close,Allestree
109000008777,0,52.95441025,-1.48554107,St Edmunds Close,Allestree
109000008778,1,52.95536202,-1.48945948,Riddings ,Allestree
109000008779,1,52.95538854,-1.48935497,Riddings (Opposite),Allestree
109000008780,1,52.95551601,-1.49393812,Firs Crescent (Opposite),Allestree
109000008781,1,52.95524552,-1.49374777,Firs Crescent,Allestree
109000008782,1,52.95200892,-1.49153806,Thirlmere Avenue,Allestree
109000008783,1,52.9515684,-1.49152834,Thirlmere Avenue,Allestree
109000008784,1,52.94967499,-1.49230957,Ness Walk,Allestree
109000008785,1,52.94899342,-1.49268962,Ness Walk,Allestree
109000008786,0,52.95218069,-1.49387285,Lockwood Road,Allestree
109000008787,1,52.95330866,-1.49488672,Blenheim Parade,Allestree
109000008788,1,52.95341811,-1.49525755,Blenheim Parade,Allestree
109000008789,1,52.95735276,-1.49251742,West Bank Road,Allestree
109000008790,1,52.95739739,-1.49244247,West Bank Road (Opposite),Allestree
109000008791,1,52.95772847,-1.49419514,Woodlands Road Top N-Bound,Allestree
109000008792,1,52.95725175,-1.49412627,Woodlands Road Top S-Bound,Allestree
109000008793,0,52.94551943,-1.47926219,St Matthews Church,Darley Abbey
109000008794,0,52.94525856,-1.47922068,St Matthews Church,Darley Abbey
109000008795,0,52.94276883,-1.4792952,Abbey Lane,Darley Abbey
109000008796,0,52.94217022,-1.48013571,Abbey Lane,Darley Abbey
109000008797,0,52.95472754,-1.47382282,Lambourn Drive,Allestree
109000008798,0,52.95489322,-1.47469903,Lambourn Drive,Allestree
109000008799,0,52.95513452,-1.47846205,No1 Derwent Avenue,Allestree
109000008800,1,52.95520995,-1.47926494,Park Lane,Allestree
109000008801,1,52.95431888,-1.47900771,Park Lane,Allestree
109000008802,1,52.95152028,-1.48039575,Kings Croft (Opposite),Allestree
109000008803,0,52.948024,-1.48052693,North Avenue,Darley Abbey
109000008804,0,52.94816795,-1.48055497,North Avenue,Darley Abbey
109000008807,1,52.95829803,-1.47625061,Ford Lane (Opposite),Allestree
109000008808,1,52.95779584,-1.47652463,Ford Lane,Allestree
109000008809,0,52.95801577,-1.47543529,Spenbeck Drive,Allestree
109000008810,0,52.9582839,-1.47305025,Eaton Avenue,Allestree
109000008811,0,52.95823882,-1.47302102,Eaton Avenue,Allestree
109000008812,0,52.95862123,-1.47006888,Lambourn Drive Top,Allestree
109000008813,0,52.95826516,-1.46883768,Lambourn Drive Top,Allestree
109000008814,0,52.95641664,-1.46957483,Wharfedale Close,Allestree
109000008815,0,52.95636702,-1.470543,Wharfedale Close,Allestree
109000008816,1,52.9396987,-1.46207143,Meteor Centre (Opposite),Meteor Centre
109000008817,0,52.94000923,-1.46315382,Meteor Centre Park-and-Ride,Meteor Centre
109000008818,1,52.94066455,-1.46295227,Meteor Centre (Outside),Meteor Centre
109000008819,0,52.9417106,-1.45971025,Old Mansfield Road,Breadsall Hilltop
109000008820,0,52.94181861,-1.45973866,Old Mansfield Road,Breadsall Hilltop
109000008821,0,52.94079725,-1.46049539,Skipton Green,Breadsall Hilltop
109000008824,0,52.93814631,-1.456749,Walsham Court,Chaddesden
109000008825,0,52.93816381,-1.45664463,Walsham Court,Chaddesden
109000008826,0,52.93873152,-1.45107258,Camborne Close,Chaddesden
109000008827,0,52.93878634,-1.45126532,Camborne Close,Chaddesden
109000008828,0,52.94092404,-1.45088116,Bexhill Walk,Chaddesden
109000008829,0,52.94332317,-1.45260677,The Rocket,Breadsall Hilltop
109000008833,0,52.94145814,-1.45364217,Horncastle Road,Breadsall Hilltop
109000008834,0,52.94119979,-1.45415135,Horncastle Road,Breadsall Hilltop
109000008835,0,52.94190148,-1.45622581,Hawkshead Avenue,Breadsall Hilltop
109000008836,0,52.9418506,-1.45689608,Hawkshead Avenue,Breadsall Hilltop
109000008837,0,52.9406097,-1.45878651,Pickering Rise,Breadsall Hilltop
109000008838,0,52.94034153,-1.45911721,Pickering Rise,Breadsall Hilltop
109000008839,0,52.94043615,-1.46015764,Skipton Green,Breadsall Hilltop
109000008840,1,52.94308615,-1.45777347,Elmwood Drive (Opposite),Breadsall Hilltop
109000008841,1,52.94330985,-1.45754746,Elmwood Drive,Breadsall Hilltop
109000008842,1,52.94483326,-1.45453721,Stratford Road (Opposite),Breadsall Hilltop
109000008843,1,52.94519764,-1.45362484,Stratford Road,Breadsall Hilltop
109000008844,0,52.94573135,-1.4523978,Lychgate Close,Oakwood
109000008845,0,52.94576505,-1.45190628,Lychgate Close,Oakwood
109000008846,1,52.9473877,-1.45094818,Windmill Garage ,Oakwood
109000008847,0,52.94045463,-1.45045558,Bexhill Walk,Chaddesden
109000008848,0,52.93819076,-1.44112515,Wollaton Road,Chaddesden
109000008849,0,52.93856689,-1.44082271,Wollaton Road,Chaddesden
109000008850,0,52.93858931,-1.43795068,Brassington Road,Chaddesden
109000008851,0,52.93894879,-1.43793115,Brassington Road,Chaddesden
109000008852,0,52.94101026,-1.4385443,Birchover Rise,Chaddesden
109000008853,0,52.94136258,-1.43891175,Birchover Rise,Chaddesden
109000008854,0,52.9428003,-1.438789,Topley Gardens,Chaddesden
109000008855,0,52.94198462,-1.43738588,Fernilee Gardens,Chaddesden
109000008856,0,52.94138636,-1.43633713,Fernilee Gardens,Chaddesden
109000008857,0,52.94351692,-1.4363541,Santolina Drive,Oakwood
109000008858,0,52.94486302,-1.43967009,Sedgebrook Close,Oakwood
109000008859,0,52.9451656,-1.44093113,Sedgebrook Close,Oakwood
109000008863,0,52.94516231,-1.44599096,Spindletree Drive,Oakwood
109000008864,0,52.94504608,-1.44612638,Spindletree Drive,Oakwood
109000008865,1,52.9486204,-1.44731603,Nearwood Drive ,Oakwood
109000008866,1,52.9490618,-1.44558397,Oakwood Car Showroom (Opposite),Oakwood
109000008867,1,52.94915568,-1.44451119,Oakwood Car Showroom ,Oakwood
109000008868,1,52.94934096,-1.44184473,Windmill Inn (Opposite),Oakwood
109000008869,1,52.94941294,-1.44185869,Windmill Inn ,Oakwood
109000008870,1,52.94744945,-1.4506944,Windmill Garage (Opposite),Oakwood
109000008871,0,52.94012949,-1.43479105,Chinley Road,Chaddesden
109000008872,0,52.93963051,-1.43383036,Chinley Road,Chaddesden
109000008873,0,52.94175265,-1.43396636,Wayfaring Road,Oakwood
109000008874,0,52.94197666,-1.43381463,Wayfaring Road,Oakwood
109000008875,0,52.94303888,-1.43223827,Springwood Drive Leisure Centre,Oakwood
109000008877,0,52.94321457,-1.43515266,Santolina Drive,Oakwood
109000008878,0,52.94681307,-1.42447984,Northacre Road,Oakwood
109000008879,0,52.94455371,-1.42385502,Charingworth Road,Oakwood
109000008880,0,52.9444544,-1.42376705,Charingworth Road,Oakwood
109000008881,0,52.94185722,-1.43139065,Oak and Acorn,Oakwood
109000008882,0,52.94025923,-1.42621845,Edwinstowe Road,Oakwood
109000008883,0,52.94224389,-1.42580531,Appledore Drive,Oakwood
109000008884,0,52.94271394,-1.42262946,Chalfont Square,Oakwood
109000008885,0,52.94266036,-1.42270457,Chalfont Square,Oakwood
109000008886,1,52.93863418,-1.42292181,Besthorpe Close,Oakwood
109000008887,1,52.93860685,-1.42284778,Besthorpe Close (Opposite),Oakwood
109000008889,1,52.94658769,-1.41513679,Smalley Drive End (Opposite),Oakwood
109000008890,1,52.9465972,-1.41524083,Smalley Drive End ,Oakwood
109000008891,1,52.94513173,-1.41703151,Ryegrass Road,Oakwood
109000008892,1,52.94510447,-1.41697235,Ryegrass Road (Opposite),Oakwood
109000008893,1,52.94234758,-1.41939032,Acorn Way Top NE-Bound,Oakwood
109000008894,1,52.94198919,-1.41963321,Acorn Way Top SW-Bound,Oakwood
109000008895,1,52.94993253,-1.40983785,Kings Corner (Opposite),Oakwood
109000008896,1,52.94979939,-1.41018198,Kings Corner,Oakwood
109000008897,1,52.94758733,-1.4136797,Morley Road NE-Bound,Oakwood
109000008898,1,52.94755115,-1.41363554,Morley Road SW-Bound,Oakwood
109000008899,0,52.94809316,-1.41967061,Hallgate Close,Oakwood
109000008900,1,52.90505594,-1.54202905,Tesco,Mickleover
109000008901,0,52.90455427,-1.54248037,Tesco,Mickleover
109000008902,0,52.9043635,-1.54196201,Kipling Drive,Mickleover
109000008903,1,52.9047285,-1.5433706,Mickleover Tesco E-Bound,Mickleover
109000008904,1,52.90423201,-1.5451748,Vicarage Road,Mickleover
109000008905,1,52.90404659,-1.54605393,Mickleover Square,Mickleover
109000008906,1,52.9043772,-1.54553011,Vicarage Road,Mickleover
109000008907,1,52.90395591,-1.54584673,Mickleover Square,Mickleover
109000008908,1,52.90328316,-1.54858935,All Saints Court,Mickleover
109000008909,1,52.90323052,-1.54893184,All Saints Court (Opposite),Mickleover
109000008910,0,52.911516,-1.54350745,West Drive,Mickleover
109000008911,1,52.90834454,-1.54397197,Station Road Junction,Mickleover
109000008912,1,52.90663634,-1.54391555,Methodist Church,Mickleover
109000008913,1,52.905483,-1.54321399,Mickleover Tesco S-Bound,Mickleover
109000008914,1,52.90607224,-1.54685052,Holly Court (Opposite),Mickleover
109000008915,1,52.90600271,-1.54747571,Holly Court,Mickleover
109000008916,1,52.90559824,-1.54985882,Prescot Close,Mickleover
109000008917,1,52.90524155,-1.55062078,Prescot Close,Mickleover
109000008918,1,52.90559345,-1.55335288,Lidgate Close (Opposite),Mickleover
109000008919,1,52.90598863,-1.5532596,Lidgate Close,Mickleover
109000008920,1,52.90774227,-1.55344974,Greenside Court (Opposite),Mickleover
109000008921,1,52.90829931,-1.55336967,Greenside Court Adj,Mickleover
109000008922,1,52.91053155,-1.55413482,Barnwood Close,Mickleover
109000008923,1,52.91090082,-1.55432434,Barnwood Close (Opposite),Mickleover
109000008924,1,52.90919644,-1.54342773,Station Road Junction (Opposite),Mickleover
109000008925,1,52.90938699,-1.54155218,38 Western Road (Opposite),Mickleover
109000008926,1,52.90954603,-1.54083677,38 Western Road (Outside),Mickleover
109000008928,1,52.91468781,-1.54313208,East Avenue (Opposite),Mickleover
109000008929,0,52.91231597,-1.54348417,West Drive,Mickleover
109000008930,1,52.91302737,-1.55327645,Ladybank Road Shops (Outside),Mickleover
109000008931,1,52.9136178,-1.55251196,Ladybank Road Shops (Opposite),Mickleover
109000008932,1,52.91532791,-1.5506949,Stanstead Road,Mickleover
109000008933,1,52.9153178,-1.55039758,Stanstead Road (Opposite),Mickleover
109000008934,1,52.91499771,-1.54659384,Loxton Court (Opposite),Mickleover
109000008935,1,52.9146831,-1.54659712,Loxton Court ,Mickleover
109000008936,1,52.9135712,-1.54497293,Westhall Road (Opposite),Mickleover
109000008937,1,52.9136591,-1.54445153,Westhall Road,Mickleover
109000008938,1,52.91491878,-1.54241583,East Avenue,Mickleover
109000008939,1,52.91489415,-1.54069101,Bonsall Drive,Mickleover
109000008940,0,52.92426642,-1.54207934,Radbourne Lane,Mickleover
109000008941,0,52.92417029,-1.54279433,Radbourne Lane,Mickleover
109000008942,1,52.90973423,-1.52693177,Muirfield Drive (Opposite),Mickleover
109000008944,1,52.91011698,-1.5305112,Chevin Avenue (Opposite),Mickleover
109000008945,1,52.91019083,-1.5310011,Chevin Avenue,Mickleover
109000008947,1,52.90866875,-1.53027407,Arundel Avenue (Opposite),Mickleover
109000008948,1,52.90875941,-1.53046639,Arundel Avenue,Mickleover
109000008949,1,52.90697474,-1.53612087,Brierfield Way (Opposite),Mickleover
109000008950,1,52.9067158,-1.53656969,Brierfield Way,Mickleover
109000008951,1,52.90600564,-1.53888184,Our Lady Church (Opposite),Mickleover
109000008952,1,52.90578472,-1.53986548,Our Lady Church (Outside),Mickleover
109000008953,1,52.90988601,-1.53809718,Royal British Legion (Outside),Mickleover
109000008954,1,52.90988462,-1.53774032,Royal British Legion (Opposite),Mickleover
109000008955,1,52.91054564,-1.53666266,Devonshire Drive S-Bound,Mickleover
109000008956,1,52.91080684,-1.53679371,Devonshire Drive N-Bound,Mickleover
109000008957,1,52.91210323,-1.53269054,Dunedin Close (Opposite),Mickleover
109000008958,1,52.91214876,-1.53283875,Dunedin Close,Mickleover
109000008959,1,52.91481043,-1.53996321,Bonsall Drive (Opposite),Mickleover
109000008960,1,52.9126569,-1.53634273,Darwin Road W-Bound,Mickleover
109000008961,1,52.91272771,-1.53605944,Darwin Road E-Bound,Mickleover
109000008962,1,52.91467034,-1.53171117,Nelson Close,Mickleover
109000008963,1,52.91530156,-1.53220999,Nelson Close (Opposite),Mickleover
109000008964,1,52.91603487,-1.53352567,Cairns Close,Mickleover
109000008965,1,52.9166255,-1.53514037,Gisborne Close (Opposite),Mickleover
109000008966,1,52.91664836,-1.53638936,Gisborne Close,Mickleover
109000008967,1,52.91539892,-1.53872264,Buxton Drive,Mickleover
109000008968,1,52.9155072,-1.5388256,Buxton Drive,Mickleover
109000008969,0,52.92711344,-1.53446282,Moorgate,Mackworth Estate
109000008970,0,52.92705892,-1.53431465,Moorgate,Mackworth Estate
109000008971,0,52.9284106,-1.52604401,Finchley Avenue,Mackworth Estate
109000008972,0,52.92845531,-1.52598402,Finchley Avenue,Mackworth Estate
109000008973,0,52.92781047,-1.5288472,Henley Green,Mackworth Estate
109000008974,0,52.92678168,-1.53010789,Lombard Street,Mackworth Estate
109000008975,0,52.92586533,-1.53025169,Muswell Road,Mackworth Estate
109000008976,0,52.92571176,-1.53005997,Muswell Road,Mackworth Estate
109000008977,0,52.92424635,-1.52775541,Harlow Fields,Mackworth Estate
109000008978,0,52.92436806,-1.52671287,Harlow Fields,Mackworth Estate
109000008980,0,52.93202104,-1.52747743,Aldersgate,Mackworth Estate
109000008981,0,52.9319936,-1.52735872,Aldersgate,Mackworth Estate
109000008982,0,52.92989322,-1.53041638,Embankment Close,Mackworth Estate
109000008983,0,52.92971502,-1.53081997,Embankment Close,Mackworth Estate
109000008985,1,52.90562414,-1.51090408,Constable Drive (Opposite),Littleover
109000008986,1,52.90563496,-1.51135,Constable Drive,Littleover
109000008987,1,52.90515208,-1.51416547,Chain Lane,Littleover
109000008988,1,52.90497309,-1.51436076,Chain Lane (Opposite),Littleover
109000008989,1,52.90380891,-1.51765949,Elgin Avenue,Littleover
109000008991,0,52.9061549,-1.51981909,Keats Avenue,Littleover
109000008992,0,52.90646227,-1.52024688,Keats Avenue,Littleover
109000008993,0,52.90715975,-1.52156248,Jackson Avenue,Mickleover
109000008994,0,52.90752956,-1.52187066,Jackson Avenue,Mickleover
109000008995,1,52.91032009,-1.52282135,Rough Heanor Road,Mickleover
109000008996,1,52.91026041,-1.52139451,Rough Heanor Road (Opposite),Mickleover
109000008997,1,52.91043958,-1.51901337,Uttoxeter Road W-Bound,Mickleover
109000008998,1,52.91100083,-1.51775808,Uttoxeter Road NE-Bound,Mickleover
109000009000,1,52.91099714,-1.51685106,Kings Treatment Centre,California
109000009001,1,52.90962857,-1.51191473,Childrens' Hospital,California
109000009002,1,52.9106856,-1.51101066,Maternity Hospital,California
109000009005,0,52.90760176,-1.51528298,Springfield,Littleover
109000009006,0,52.9073777,-1.51324846,Princes Drive,Littleover
109000009010,1,52.90985343,-1.52526508,Muirfield Drive ,Mickleover
109000009011,1,52.91210117,-1.51423647,Royal Derby Hospital Uttoxeter New Road (Outside),California
109000009012,1,52.91257461,-1.51350252,Royal Derby Hospital Uttoxeter New Road (Opposite),California
109000009013,1,52.91173487,-1.51479076,Royal Derby Hospital Main Entrance ,California
109000009015,0,52.92880219,-1.52281163,Kingsbury Road,Mackworth Estate
109000009016,0,52.92852449,-1.5230527,Kingsbury Road,Mackworth Estate
109000009017,0,52.92571208,-1.52336622,Knightsbridge,Mackworth Estate
109000009018,0,52.92603888,-1.52191974,Hannover Square,Mackworth Estate
109000009019,0,52.92659061,-1.52276156,Morden Green,Mackworth Estate
109000009020,0,52.92656305,-1.52261311,Morden Green,Mackworth Estate
109000009021,0,52.9277692,-1.52077014,Mornington Crescent,Mackworth Estate
109000009022,0,52.92834783,-1.51936541,Mornington Crescent,Mackworth Estate
109000009023,0,52.92904747,-1.51676922,Barnes Green,Mackworth Estate
109000009024,0,52.92811604,-1.51541101,Brentford Drive,Mackworth Estate
109000009025,0,52.92779359,-1.51569724,Hounslow Road,Mackworth Estate
109000009026,0,52.92729239,-1.51623836,Hounslow Road,Mackworth Estate
109000009027,0,52.92646143,-1.51748226,Streatham Road,Mackworth Estate
109000009028,0,52.92618344,-1.51764898,Streatham Road,Mackworth Estate
109000009030,0,52.92418444,-1.51903964,Humbleton Drive,Mackworth Estate
109000009031,0,52.92394264,-1.51926543,Humbleton Drive,Mackworth Estate
109000009032,0,52.92254121,-1.51948918,Osterley Green,Mackworth Estate
109000009033,0,52.92247828,-1.51948987,Osterley Green,Mackworth Estate
109000009034,0,52.92230998,-1.51788536,Fulham Road,Mackworth Estate
109000009035,0,52.92213774,-1.5175303,Fulham Road,Mackworth Estate
109000009036,0,52.92293506,-1.51465075,Kew Gardens,Mackworth Estate
109000009037,0,52.923105,-1.51444061,Kew Gardens,Mackworth Estate
109000009038,0,52.924004,-1.5122589,Kingsway Bridge,Mackworth Estate
109000009039,0,52.92385841,-1.51182917,Kingsway Bridge,Mackworth Estate
109000009041,0,52.92438683,-1.51575012,Greenland Avenue,Mackworth Estate
109000009042,0,52.92435191,-1.51600337,Greenland Avenue,Mackworth Estate
109000009052,0,52.92319341,-1.51188127,Kingsway Flyover,Mackworth Estate
109000009053,0,52.92295528,-1.5129995,Kingsway Flyover,Mackworth Estate
109000009058,1,52.93034084,-1.51209845,Prince Charles Avenue,Mackworth Estate
109000009059,1,52.93072836,-1.51453387,Prince Charles Avenue,Mackworth Estate
109000009060,1,52.93122231,-1.51662599,Vauxhall Avenue (Opposite),Mackworth Estate
109000009061,1,52.93145302,-1.51809625,Vauxhall Avenue,Mackworth Estate
109000009062,1,52.93185557,-1.5198324,Markeaton Lane South,Mackworth Estate
109000009063,1,52.93220566,-1.52194109,Markeaton Lane South (Opposite),Mackworth Estate
109000009065,0,52.93026677,-1.51376545,Ashbourne Road,Mackworth Estate
109000009067,0,52.92999418,-1.51525616,Barnes Green,Mackworth Estate
109000009069,0,52.93010238,-1.51754593,Tufnell Gardens,Mackworth Estate
109000009073,0,52.90697443,-1.49628791,Grafton Street,Littleover
109000009074,0,52.90546197,-1.49788146,Carlton Road,Littleover
109000009075,0,52.90818234,-1.4992031,Horwood Avenue,Littleover
109000009076,1,52.90832973,-1.50004894,Horwood Avenue,Littleover
109000009077,1,52.90926386,-1.49773344,Farley Road (Opposite),Littleover
109000009078,1,52.90955886,-1.49734342,Farley Road,Littleover
109000009079,0,52.91077215,-1.50802084,Constable Lane,Littleover
109000009080,0,52.90954632,-1.50723177,Bretton Avenue Middle,Littleover
109000009081,0,52.90821429,-1.50684541,80 Bretton Avenue,Littleover
109000009082,0,52.90693934,-1.50721673,Middleton Drive,Littleover
109000009083,0,52.90406821,-1.5063721,Church Street,Littleover
109000009084,0,52.90395179,-1.5064775,Church Street,Littleover
109000009085,0,52.90253215,-1.50233084,Mostyn Avenue,Littleover
109000009086,0,52.90265582,-1.50180907,Mostyn Avenue,Littleover
109000009087,0,52.90397638,-1.49945972,Valley Road,Littleover
109000009088,0,52.90424517,-1.49924848,Valley Road,Littleover
109000009089,0,52.90333146,-1.49787634,Bonsall Avenue,Littleover
109000009090,0,52.90476032,-1.49777063,Carlton Road,Littleover
109000009091,1,52.90874415,-1.50240838,Snelston Crescent,Littleover
109000009092,1,52.90897743,-1.50230162,Snelston Crescent (Opposite),Littleover
109000009093,1,52.90719793,-1.50239635,South Avenue,Littleover
109000009094,1,52.90674477,-1.50366536,Burton Road Shops (Opposite),Littleover
109000009095,1,52.90578319,-1.50589171,Burton Road Shops (Outside),Littleover
109000009096,1,52.90578554,-1.50862743,Lawns Head Avenue,Littleover
109000009097,0,52.90805049,-1.5107132,Princes Drive,Littleover
109000009098,0,52.90995913,-1.50923449,Queens Drive,Littleover
109000009099,0,52.91736863,-1.50760406,Albany Road West,California
109000009102,1,52.91497658,-1.50739324,Manor Road (Opposite),California
109000009103,1,52.91468875,-1.50735189,Manor Road,California
109000009104,1,52.91604265,-1.50434732,Albany Road (Opposite),California
109000009105,1,52.91624041,-1.50434506,Albany Road,California
109000009106,0,52.91695057,-1.50219539,Bemrose School,California
109000009107,1,52.91800977,-1.49968469,The Rowditch (Opposite),California
109000009108,1,52.91824211,-1.49935482,The Rowditch (Outside),California
109000009109,0,52.91531166,-1.49724711,Bedford Street,St Lukes
109000009110,0,52.91519424,-1.49711462,Bedford Street,St Lukes
109000009111,0,52.91374544,-1.49675962,Westbury Street,St Lukes
109000009112,0,52.91345365,-1.49790806,Radcliffe Drive End,St Lukes
109000009113,0,52.91350086,-1.49844286,Radcliffe Drive End,St Lukes
109000009114,0,52.91311229,-1.50223938,St Swithins Close,California
109000009115,0,52.91292464,-1.5025092,St Swithins Close,California
109000009116,0,52.91257266,-1.50432743,Louvain Road,California
109000009117,0,52.91276781,-1.50585688,St Cuthberts Road,California
109000009118,1,52.91352505,-1.50853988,Dalton Avenue,California
109000009119,1,52.91344224,-1.50807983,Dalton Avenue (Opposite),California
109000009120,1,52.9137923,-1.51012805,Ring Road ,California
109000009121,1,52.91347817,-1.51025056,Ring Road (Opposite),California
109000009122,1,52.92659679,-1.49594129,Shaw Street,Markeaton
109000009123,1,52.92685371,-1.49717297,Shaw Street (Opposite),Markeaton
109000009124,1,52.92770047,-1.49972178,Windmill Hill Lane (Opposite),Markeaton
109000009125,1,52.92789312,-1.50064186,Windmill Hill Lane ,Markeaton
109000009126,0,52.92651827,-1.50940435,Greenwich Drive North,Mackworth Estate
109000009127,1,52.92848538,-1.50253917,Sutton Close,Markeaton
109000009128,1,52.92831984,-1.50164852,Sutton Close (Opposite),Markeaton
109000009129,1,52.92935137,-1.50541525,Markeaton Park Entrance ,Markeaton
109000009130,1,52.92936351,-1.5061738,Markeaton Park Entrance (Opposite),Markeaton
109000009131,0,52.92698933,-1.50810486,Greenwich Drive North,Mackworth Estate
109000009132,0,52.92405259,-1.50877773,Raleigh Street,New Zealand
109000009133,0,52.92397921,-1.50842157,Raleigh Street,New Zealand
109000009134,0,52.92416846,-1.50636675,Mackenzie Street,New Zealand
109000009135,0,52.92412836,-1.50537062,Mackenzie Street,New Zealand
109000009143,0,52.92201496,-1.49658943,Findern Street,New Zealand
109000009144,0,52.92227895,-1.49950164,Howe Street,New Zealand
109000009145,0,52.92222565,-1.49965099,Howe Street,New Zealand
109000009146,0,52.92279074,-1.50364559,Hawke Street,New Zealand
109000009147,0,52.92281052,-1.50407671,Hawke Street,New Zealand
109000009150,0,52.93508674,-1.49688418,Longford Street,Darley Abbey
109000009151,0,52.93377944,-1.49597691,Longford Street,Darley Abbey
109000009152,1,52.93614082,-1.49956499,University of Derby (Outside),Allestree
109000009153,1,52.93674765,-1.50064415,University of Derby (Opposite),Allestree
109000009154,1,52.93815709,-1.50233905,Mundy Play Centre (Outside),Allestree
109000009155,1,52.93822875,-1.50227871,Mundy Play Centre (Opposite),Allestree
109000009156,1,52.92969476,-1.5080147,Markeaton Hill E-Bound,Mackworth Estate
109000009157,1,52.92980199,-1.51003668,Markeaton Hill W-Bound,Mackworth Estate
109000009158,0,52.93768937,-1.49587199,University Bus Park,Allestree
109000009160,1,52.93768987,-1.49599102,University Bus Park,Allestree
109000009161,1,52.93772646,-1.49613938,University Bus Park,Allestree
109000009162,0,52.93782597,-1.49628702,University Bus Park,Allestree
109000009163,0,52.91064402,-1.48415616,Empress Road,Normanton
109000009164,0,52.91058174,-1.4843056,Empress Road,Normanton
109000009165,0,52.90996133,-1.48635011,St Chads Road,Normanton
109000009166,0,52.90967792,-1.48733485,St Chads Road,Normanton
109000009167,0,52.90925752,-1.48991221,Overdale Road,Normanton
109000009168,0,52.90914232,-1.49030017,Overdale Road,Normanton
109000009176,0,52.9077237,-1.49491129,Grafton Street,Littleover
109000009177,1,52.91049299,-1.49293115,Whitaker Gardens ,Littleover
109000009178,1,52.91058219,-1.49276654,Whitaker Gardens (Opposite),Littleover
109000009179,0,52.90272095,-1.4959358,Rowsley Avenue,Littleover
